Institute Name,Course Name
,- Master Of Art (English)
,- Master Of Art (Social Work)
,- Master Of Business Administration
,- Master Of Education
,- Post Graduate Diploma in Human Resource Management
,- Bachelor Of Computer Applications
,- Master of Arts (Sociology)
,
,
IIFA Lancaster Degree college,- B. Sc in Animation and Multimedia
,- B. Sc in Interior Designing
,- B. Sc in Fashion Designing
,- B. Sc in IT and Logistics
,- B. Sc in Visual Communication
,- B. Sc in Hotel Management and Catering Service
,- B. Sc in Aeronautical Science
,- BCA
,- BBM
,- B.Com
,- BBM in Marketing Management
,- BBM in Finance Management
,- BBA
,- BBA in Aviation Management
,"- BBA in Media, Entertainment and Management"
,- B. Pharma
,- BBA in Logistical shipping
,- M. Sc in Multimedia
,- M. Sc in Software Engineering
,- M. Sc in Building and Interior Designing
,- MBA
,- MBA in Textile Management
,- MBA in International Business Management
,- MBA in Software Testing Quality Management
,- MBA in Airline & Airport Management
,- PG Diploma in Astrology
,- Master Diploma in Animation and Multimedia
,- Master Diploma in Interior Designing
,- Master Diploma in Fashion Designing
,- Master Diploma in Hotel Management
,- Master Diploma in Banking Management
,- Master Diploma and Diploma in Accounts and Finance
,- Master Diploma and Diploma in Aviation Management
,- Diploma in Animation
,- Diploma in Interior Designing
,- Diploma in Visual Effects
,- Diploma in Game Designing
,- Diploma in Fashion Designing
,- Diploma in Journalism and Mass Communication
,- Diploma in Airline & Airport Management
,- D. Pharma
,- Diploma and Master Diploma in Astrology
,- Master Diploma in Fire and Safety
,- Diploma in Fire and Safety
,- Master Diploma in Retail Management
,- Diploma in Retail Management
,
,
Take One School Of Mass Communication,- Bachelor of mass communication and Journalism (BJMC)
,- Masters of mass communication and Journalism (MJMC)
,- Post Graduate Diploma in mass communication (PGDMC)
,- Diploma in Acting
,- Diploma in Filmmaking
,
,
"MIT Art, Design and Technology University",- B.Tech in Mechanical Engineering
,- B.Tech in Civil Engineering
,- M.A./MSC IN FILM MAKING
,- B.A/B.SC IN FILM MAKING
,- B Tech-Computer Science & Engineering
,- B Tech-Electronics & Communication Engineering
,- B Tech-Information Technology
,- M Tech-Civil Engineering
,- M Tech-Computer Science & Engineering
,- M Tech-Information Technology
,- BAJMC- (Bachelor of Arts in Journalism and Mass Communication)
,- MAJMC (Master of Arts in Journalism and Mass Communication)
,
,
Manav Rachna Educational Institutions,- BBA- (Global) International Business
,- BBA - Banking and Financial Markets
,- BBA General
,"- BBA - Operations Management(Supply Chain Management, Logistics & Projects Management)"
,- BAJMC - BA in Journalism and Mass Communication
,- MAJMC - MA in Journalism and Mass Communication
,- BBA LLB. (Hons)
,- B.Com. LLB. (Hons)
,- B.A. LLB. (Hons)
,- B.Sc - Hospitality & Hotel Administration
,- B. Ed.
,- B.A. B.Ed. Integrated
,- B.Sc. B.Ed. Integrated
,- M.A - Education
,- BBA - Health Care Management in association with Cygnus Hospitals
,- BBA - Finance & Accounts
,- BBA - Entrepreneurship & Family Business
,
,
Doon Business School(Mass Communication),- BBA
,- B.COM
,- BCA
,- B.A. (HONS.) MASS COMMUNICATION AND JOURNALISM
,- M.A. (MASS COMMUNICATION)
,
,
"NRAI School of Mass Communication, Management & Technology",- Bachelors in Journalism and Mass Communication (BJMC)
,- Masters in Journalism and Mass Communication (MJMC)
,- Diploma in Mass Communication
,- Diploma in Hotel Management
,- Diploma in Film Making
,- Diploma in T.V/Anchoring/Reporting
,"- Diploma in Sound Engineering, Mixing Editing"
,- Diploma in Still Photography
,- Diploma in Non Linear Editing
,
,
Apeejay Institute of Mass Communication (AIMC),- Post Graduate Diploma in Television & Radio Journalism / Production
,- Post Graduate Diploma in Advertising & Marketing Communication
,- PG in Digital Media & Online Journalism
,- PG in Corporate Communication & Event Management
,
,
HERITAGE INSTITUTE OF MANAGEMENT & COMMUNICATION,- Masters in Mass Communication
,- Bachelors in Mass Communication
,- PG Diploma in Broadcast Journalism & Production
,- Diploma in Video Editing
,- Diploma in video Production
,
Institute of Learning Media,- 3D Animation
,- 2D Animation
,- Video Editing and Sound Recording
,- Television Anchoring /News Reading and Radio Jockeying
,- Direction/Production and T.V. Journalism
,- Camera & Lighting Technique
,
Sri Guru Nanak Dev Khalsa College,- B.A. (Hons) Business Economics
,- B.A. (Hons) English
,- B.A. (Hons) Hindi
,- B.A. Programme
,- B.Com. (Hons)
,- M.A. ( Punjabi )
,- M.Com.
,- B.A. (Hons) Hindi Journalism
,- B.A. (Hons) Political Science
,- B.Com. (Pass)
,- B.A. (Hons) History
,- B.A. (Hons) Punjabi
,
Institue of Management Studies,- Bachelor Of Computer Applications
,- Master Of Computer Application
,- Bachelor Of Journalism & Mass Communication
,- Bachelor Of Business Administration
,- Master Of Journalism & Mass Communication
,- Post Graduate Diploma in Management
,
Delhi Film Institute,"- B.Sc in Interior Design + Training in Art & Design of Sets for TV Shows, Theatre, Films & Events"
,"- B.Sc.(Multimedia + Certificate Course in Radio Jockeying, Anchoring & News Reading + GDVP)"
,- Graduate Diploma in Mass Communication
,- Post Graduate Diploma in Mass Communication
,- Sound Engineering
,- M.Sc.(Mass Communication)
,- B.Sc. (Mass Communication)
,- M.Sc.(Advertising & Journalism)
,"- Radio Jockeying, Anchoring & News Reading"
,- Camera and Lighting
,- Acting and Dubbing Techniques for Radio and Television
,- B.Sc in Fashion Technology + Training in Fashion Photography + Basics of Costume Design for Theatre
,- B.Sc. (Advertisement & Journalism)
,- Non Linear Editing
,
Shri Ramswaroop Memorial University,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Electrical & Electronics)
,- B.Tech. (Civil Engineering)
,- Bachelor Of Business Administration
,- Bachelor of Computer Application
,- B. tech (Biotechnology)
,- Bachelor of Journalism & Mass Communication (BJMC)
,- B.Com(Bachelor of Commerce)
,- Master Of Business Administration
,- Master Of Computer Application
,- M.Tech
,- B.Tech.
,- B.Tech. (Electronics & Communication Engineering)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- B.Com(Bachelor of Commerce)
,- L.L.B(After 12th)
,- B.Com(Bachelor of Commerce)
,- Doctor of Philosophy
,- B.Com(Bachelor of Commerce)
,- L.L.B(After 10th)
,- B.Com(Bachelor of Commerce)
,
South Delhi Polytechnic For Women,- 3D Animation
,- Jewellery Design & Manufacture
,- Fashion Design
,- Graphic Design / Commercial Art
,- Garment Technology
,- Office Management & Computer Applications
,- Hotel Catering & Hospitality
,- Photography
,- Computer Science
,- Web Design & Animation
,"- Travel, Tourism & Ticketing"
,- Fashion Journalism
,- Interior Design
,- Media Communication
,- Event Management & Performing Art
,- Export Management & Retail Marketing
,
MASSCOMEDIA,- Bachelor of Business Administration
,- Bachelor of journalism and mass communication
,- Bachelor of Arts in Media & Communication
,- Master of Business Administration
,- Radio Jockeying and Production
,- Bachelor of Computer Applications
,- B.Sc. Multimedia Technology
,- Master of Journalism and Mass Communication
,"- M.Sc. Mass Communication, Advertising & Journalism"
,- Diploma in TV Production & Broadcast Journalism
,- Photography (Advanced)
,"- B.Sc. Mass Communication, Advertising & Journalism"
,"- PG Diploma in Mass Communication, Advertising & Journalism"
,- Diploma in Animation and Special Effects
,"- Master Program in Advertising , PR, Marketing"
,- Diploma in Event Management and Corporate Communication
,"- Master Program in TV Production, Direction and Broadcast Journalism"
,- Photography (Foundation)
,
L. S. Raheja College of Arts and Commerce,- Bachelor Of Management Studies
,- Master Of Commerce
,- Bachelor Of Art(History)
,- Bachelors of Mass Media
,- Bachelor of Art (Economics)
,- Bachelor Of Art (Sociology)
,- Bachelor of Science(InformationTechnology)
,- Bachelor of Commerce
,
Maharshi Dayanand College Art Commerce & Science,- Bachelor Of Art(History)
,- Bachelor Of Art (Political Science)
,- Bachelor Of Science(Physics)
,- Bachelor Of Science(Chemistry)
,- Bachelor Of Science(Mathematics)
,- Bachelor Of Science(Zoology)
,- Bachelor Of Science(Botany)
,- Master Of Science(Zoology)
,- Bachelor Of Art(English)
,- Bachelor Of Commerce
,- Bachelor of Art (Economics)
,- Bachelor Of Science(Computer Science)
,- Master Of Science(Chemistry)
,- Bachelor of Mass Media
,
Smt. Kamaladevi Gauridutt Mittal College of Arts & Commerce,- Bachelor Of Mass Media
,- Bachelor Of Management Studies
,- Bachelor Of Commerce
,- Bachelor Of Science (Information Technology)
,
,
IIFA Lancaster Degree college,- B. Sc in Animation and Multimedia
,- B. Sc in Interior Designing
,- B. Sc in Fashion Designing
,- B. Sc in IT and Logistics
,- B. Sc in Visual Communication
,- B. Sc in Hotel Management and Catering Service
,- B. Sc in Aeronautical Science
,- BCA
,- BBM
,- B.Com
,- BBM in Marketing Management
,- BBM in Finance Management
,- BBA
,- BBA in Aviation Management
,"- BBA in Media, Entertainment and Management"
,- B. Pharma
,- BBA in Logistical shipping
,- M. Sc in Multimedia
,- M. Sc in Software Engineering
,- M. Sc in Building and Interior Designing
,- MBA
,- MBA in Textile Management
,- MBA in International Business Management
,- MBA in Software Testing Quality Management
,- MBA in Airline & Airport Management
,- PG Diploma in Astrology
,- Master Diploma in Animation and Multimedia
,- Master Diploma in Interior Designing
,- Master Diploma in Fashion Designing
,- Master Diploma in Hotel Management
,- Master Diploma in Banking Management
,- Master Diploma and Diploma in Accounts and Finance
,- Master Diploma and Diploma in Aviation Management
,- Diploma in Animation
,- Diploma in Interior Designing
,- Diploma in Visual Effects
,- Diploma in Game Designing
,- Diploma in Fashion Designing
,- Diploma in Journalism and Mass Communication
,- Diploma in Airline & Airport Management
,- D. Pharma
,- Diploma and Master Diploma in Astrology
,- Master Diploma in Fire and Safety
,- Diploma in Fire and Safety
,- Master Diploma in Retail Management
,- Diploma in Retail Management
,
,
Take One School Of Mass Communication,- Bachelor of mass communication and Journalism (BJMC)
,- Masters of mass communication and Journalism (MJMC)
,- Post Graduate Diploma in mass communication (PGDMC)
,- Diploma in Acting
,- Diploma in Filmmaking
,
,
"MIT Art, Design and Technology University",- B.Tech in Mechanical Engineering
,- B.Tech in Civil Engineering
,- M.A./MSC IN FILM MAKING
,- B.A/B.SC IN FILM MAKING
,- B Tech-Computer Science & Engineering
,- B Tech-Electronics & Communication Engineering
,- B Tech-Information Technology
,- M Tech-Civil Engineering
,- M Tech-Computer Science & Engineering
,- M Tech-Information Technology
,- BAJMC- (Bachelor of Arts in Journalism and Mass Communication)
,- MAJMC (Master of Arts in Journalism and Mass Communication)
,
,
Manav Rachna Educational Institutions,- BBA- (Global) International Business
,- BBA - Banking and Financial Markets
,- BBA General
,"- BBA - Operations Management(Supply Chain Management, Logistics & Projects Management)"
,- BAJMC - BA in Journalism and Mass Communication
,- MAJMC - MA in Journalism and Mass Communication
,- BBA LLB. (Hons)
,- B.Com. LLB. (Hons)
,- B.A. LLB. (Hons)
,- B.Sc - Hospitality & Hotel Administration
,- B. Ed.
,- B.A. B.Ed. Integrated
,- B.Sc. B.Ed. Integrated
,- M.A - Education
,- BBA - Health Care Management in association with Cygnus Hospitals
,- BBA - Finance & Accounts
,- BBA - Entrepreneurship & Family Business
,
,
Doon Business School(Mass Communication),- BBA
,- B.COM
,- BCA
,- B.A. (HONS.) MASS COMMUNICATION AND JOURNALISM
,- M.A. (MASS COMMUNICATION)
,
,
"NRAI School of Mass Communication, Management & Technology",- Bachelors in Journalism and Mass Communication (BJMC)
,- Masters in Journalism and Mass Communication (MJMC)
,- Diploma in Mass Communication
,- Diploma in Hotel Management
,- Diploma in Film Making
,- Diploma in T.V/Anchoring/Reporting
,"- Diploma in Sound Engineering, Mixing Editing"
,- Diploma in Still Photography
,- Diploma in Non Linear Editing
,
,
Apeejay Institute of Mass Communication (AIMC),- Post Graduate Diploma in Television & Radio Journalism / Production
,- Post Graduate Diploma in Advertising & Marketing Communication
,- PG in Digital Media & Online Journalism
,- PG in Corporate Communication & Event Management
,
,
HERITAGE INSTITUTE OF MANAGEMENT & COMMUNICATION,- Masters in Mass Communication
,- Bachelors in Mass Communication
,- PG Diploma in Broadcast Journalism & Production
,- Diploma in Video Editing
,- Diploma in video Production
,
K.P.B. Hinduja College of Commerce,- Bachelor of Commerce
,- Bachelor of Commerce (Accounting and Finance)
,- Master of Commerce (Accountance)
,- Master in Communication and Journalism
,- Master of Commerce (Banking and Finance)
,
Lala Lajpat Rai College of Commerce and Economics,- Bachelor of Commerce
,- Bachelor of Mass Media
,- Bachelor of Science(Computer Science)
,- Master of Science(Computer Science)
,- Bachelor of Commerce (Banking & Insurance)
,- Bachelor of Commerce (Banking & Insurance)
,- Bachelor of Science (Information Technology)
,- Master of Commerce
,- Master of Science(Information Technology)
,- Bachelor of Management Studies
,
Ramnarain Ruia College,- Bachelor of Art (Mathematics)
,- Bachelor Of Art(History)
,- Bachelor Of Science(Mathematics)
,- Bachelor Of Science(Zoology)
,- Bachelor Of Science(Biotechnology)
,- Master Of Science(Physics)
,- Post Graduate Diploma in Accounting Taxation & Law
,- Bachelor Of Art(English)
,- Bachelor Of Science(Biochemistry)
,- Master Of Science(Microbiology)
,- Bachelor Of Science(Chemistry)
,- Bachelor Of Science(Botany)
,- Master Of Science(Chemistry)
,- Bachelor Of Art (Political Science)
,- Bachelor Of Art(Philosophy)
,- Bachelor Of Science(Physics)
,- Bachelor Of Science(Computer Science)
,- Bachelor of Art (Economics)
,- Bachelor Of Science(Microbiology)
,- Bachelor Of Mass Media
,- Master Of Science(Botany)
,- Master Of Science(Computer Science)
,- Master Of Science(Biochemistry)
,
Prin. L. N. Welingkar Institute of Management Development & Research,- PGDM Retail Management
,- PGDM Research and Business Analytics
,- PGDM Healthcare
,- PGDM Media and Entertainment
,- PGDM E-Business
,- Postgraduate Diploma in Management
,- PGDM Rural Management (Emerging Economies)
,- PGDM Business Design
