Institute Name,Course Name
,- Industry Specific Diploma Program (Mass Communication)
,- Industry Specific Certificate Program (Corporate Social Responsibility)
,- Post Graduate Programme in Management (Industry Integrated)
,- Post Graduate Program in Computer Application (Industry Integrated)
,- Industry Specific Diploma Program (Hospitality Management)
,- Industry Specific Diploma Program (Customer Relationship Management)
,- Industry Specific Diploma Program (Fashion Management)
,- Industry Specific Diploma Program (Network Security and Administrator)
,- Industry Specific Diploma Program (Database Management & Services)
,- Master of Business Administration (Sales & Marketing)
,- Industry Specific Certificate Program (Customer Relationship Management)
,- Bachelor of Business Administration (Human Resource Management)
,- Master of Business Administration (Human Resource Management)
,- Industry Specific Certificate Program (Event Management)
,- Industry Specific Certificate Program (Hospitality Management)
,- Bachelor of Computer Applications
,- Master of Business Administration (Financial Management)
,- Industry Specific Diploma Program (Event Management)
,- Industry Specific Diploma Program (Internet Marketing & E- Commerce)
,- Industry Specific Certificate Program (Risk Management)
,- Industry Specific Certificate Program (Mass Communication)
,- Industry Specific Certificate Program (Fashion Management)
,- Bachelor of Business Administration (Sales & Marketing)
,- Bachelor of Business Administration (Financial Management)
,- Bachelor of Business Administration (Information Technology)
,- Master of Business Administration (Information Technology)
,- Industry Specific Diploma Program (Corporate Social Responsibility)
,
ITA School of Performing Arts,- Modelling & Grooming
,- Acting
,
MIT Institute of Design,- Post Graduate Diploma in Fashion Design.
,- Post Graduate Diploma in Interior Space & Equipment Design
,- Graduate Diploma in Animation Design
,- Graduate Diploma in Film and Video Design
,- Graduate Diploma in Graphic Design
,- Graduate Diploma in Fashion Design.
,- Post Graduate Diploma in Film and Video Design
,- Graduate Diploma in Interior Space & Equipment Design
,- Post Graduate Diploma in Graphic Design
,- Post Graduate Diploma in Animation Design
,
"Institute of Media, Fashion and Allied Arts",- Diploma in Event Management
,- Diploma in Journalism
,- Diploma in Advertising and Marketing
,- Diploma in Public Relations
,
Raffles Millenium International,- Advanced Diploma in Fashion Design
,- Advanced Diploma in Fashion Marketing
,- Advanced Diploma in Fashion Management
,- Advanced Diploma in Visual Communication
,- Advanced Diploma in Interior Design
,
Institute of Management Studies,- Bachelor Of Journalism And Mass Communication (BJMC)
,- Master of International Business (MIB)
,- Post Graduate Diploma in Management (Marketing Management)
,- Post Graduate Diploma in Management (PGDM)
,- Post Graduate Diploma in Management (Tourism Management)
,- Bachelor of Computer Application (BCA)
,- Bachelor of Science (Biotechnology)
,- Bachelor of Science (Microbiology)
,- Master of Computer Application (MCA)
,- Master of Science (Biotechnology)
,- Post Graduate Diploma in Management (PGDM)
,- Bachelor of Business Administrations (BBA)
,
IMPACT Institute of Event Management,- Post Graduate Diploma in Public Relation and Advertising
,- Diploma in Event Management
,"- Post Graduate Diploma in Advertising, Media & Event Management"
,
Seamless Education Academy,- Diploma in Broadcast Journalism
,- Diploma in Game Design
,- Bachelor of Arts (Journalism & Mass Communication)
,- Diploma in Sound Engineering
,- Diploma in 3d Animation
,- Diploma in Radio Programming
,- Diploma in Digital Film Making
,- Diploma Course in Game Programming
,- Diploma in Visual Effects
,
Center for Management Studies,- Bachelor of Media Studies
,- Bachelor of Business Management
,- Master of Arts (Economics)
,
Institute of Management and Creative Studies-Centum U,- Bachelor of Media & Entertainment
,- Master of Business Administration (Banking & Financial Management)
,- Master of Business Administration (Telecommunication)
,- Master of Business Administration (Sales & Marketing)
,- Bachelor of Business Administration (Communication & Broadcasting)
,- Master of Business Administration (Human Resources)
,- Master of Business Administration (Retail)
,- Bachelor of Business Administration (Business Applications)
,
The Sunday Indian School of Journalism,- Diploma in Journalism
,
PAI International Learning Solutions,- Professional Autonomous Animation
,- Diploma in Classical Animation
,- Diploma in Editing and Compositing
,- Master of Science (Animation & Multimedia)
,- Diploma in Advanced Level Web Designing
,- Bachelor of Science (Multimedia Animation)
,- Diploma in 3D Animation
,
Institute of Business Management & Research (IBMR),- Post Graduate Diploma in Journalism
,- Bachelor of Business Administration (Marketing)
,- Master of Business Administration (Finance)
,- Master of Business Administration (Hospital Management)
,- Master of Business Administration (Service Marketing)
,- Bachelor of Business Administration (Finance)
,- Bachelor of Business Administration (Human Resource)
,- Bachelor of Arts
,- Master of Business Administration (Export Management)
,- Master of Business Administration (Financial Services)
,- Master of Business Administration (Human Resource)
,- Master of Business Administration (Retail)
,- Master of Arts (Journalism)
,- Bachelor of Business Administration (Information System)
,- Bachelor of Business Administration (Entrepreneurship)
,- Bachelor of Computer Application
,- Bachelor of Commerce
,- Master of Business Administration (Entrepreneurship)
,- Master of Business Administration (Marketing)
,- Master of Business Administration (Information System)
,- Master of Business Administration (International Business)
,- Master of Business Administration (Investment Management)
,- Master of Business Administration (Tourism and Hotel Management)
,
Raffles Millenium International,- Bachelor of Design (Fashion Marketing)
,- Bachelor of Arts (Multimedia Design)
,- Advanced Diploma in Fashion Marketing
,- Advanced Diploma in Fashion Management
,- Bachelor of Design(Fashion Design)
,- Bachelor of Arts (Graphic Design)
,- Advanced Diploma in Visual Communication
,- Bachelor of Design (Interior Design)
,- Advanced Diploma in Fashion Design
,- Advanced Diploma in Interior Design
,
Jagannath Rathi Vocational Guidance and Training Institute,- Diploma in Occupational Hazard and Health Administration
,- Digital Photography
,- Diploma in Fashion Design
,- Advance Diploma in Fashion Design
,- Clinical Research Management
,- Graphic Arts
,- Certificate Course in specialised Tourism
,- Diploma in Gemology & Diamond Grading
,- Certificate in Fasion Design
,- Certificate in Interior Design and Decoration
,- Advanced Certificate in Jewellery Designing
,- Diploma Course in Travel and Tourism
,- Certificate Course in Jewellery Designing
,
Kothari college of Management Science & Technology,- Bachelor of commerce (B. Com)
,- Bachelor of Business Administration (B.B.A.)
,- Bachelor of Science (B.Sc.)
,- Diploma in Material Management
,- Diploma in Multimedia & Animation
,- Diploma in Jewellery Designing
,- Diploma in Rural Management
,- Diploma in Human Resource Development
,- Diploma in Advertising & Public Relations
,- Master of Business Administration (M.B.A.)
,- Post Graduate Diploma in Interior & Home Management
,- Diploma in Website Designing
,- Diploma in Banking & Insurance
,- Bachelor of Computer Application (B.C.A.)
,- Diploma in E-commerce
,- Diploma in Entrepreneurship Development
,- Bachelor of Business Administration (Foreign Trade)
,- Post Graduate Diploma in Computer Application (P.G.D.C.A.)
,- Post Graduate Diploma in Fashion Designing
,- Diploma in Radio Jockeying
,- Bachelor of Journalism (B.J.)
,- Diploma in Textile Designing
,- Diploma in Foreign Trade
,- Diploma in Retail Management
,
Raffles Millenium International,- Bachelor in Fashion Design
,- Bachelor in Interior Design
,- Advanced Diploma in Fashion Marketing
,- Bachelor in Multimedia Design
,- Bachelor in Visual Communication
,- Advanced Diploma in Interior Design
,- Advanced Diploma in Fashion Design
,- Advanced Diploma in Multimedia Design
,- Advanced Diploma in Graphic Design
,- Advanced Diploma in Fashion Management
,- Bachelor in Fashion Marketing
,- Bachelor in Graphic Design
,- Advanced Diploma in Visual Communication
,
Dream Callnet,- Bachelor of Computer Application (BCA)
,- Bachelor of Science (IT)
,- Bachelor of Business Administration (BBA)
,- Bachelor of Commerce (B-Com)
,- Post Graduate Diploma in Journalism & Mass Comm. (PGJMC)
,- Post Graduate Diploma in Human Resource
,- Bachelor of Library Sc. & Information Sc.
,- Bachelor of Arts (BA)
,- Master of social Work (MSW)
,- Post Graduate Diploma in Computer Application (PGDCA)
,- Master of Science (IT)
,- Post Graduate Diploma in Financial Management & Accounting
,- Post Graduate Diploma in Retail
,- Master of Library Sc. & Information Sc
,- Master of Arts (MA)
,- Master of Commerce (M.Com)
,- Post Graduate Diploma in Sales & Marketing
,
St. Xaviers College,- Bachelor of Commerce
,- Bachelor in Business Administration
,- Bachelor of Arts (Political Science)
,- Bachelor of Arts (History)
,- Bachelor of Commerce (Marketing Management)
,- Bachelor of Arts (Journalism)
,- Bachelor of Science (Computer Science)
,- Master of Science (Microbiology)
,- Bachelor of Science (Statistics)
,- Bachelor in Multimedia and Animation
,- Bachelor of Commerce (Accounting and Finance)
,- Bachelor of Arts (English)
,- Bachelor of Science (Chemistry)
,- Bachelor of Arts (Communicative English)
,- Bachelor of Science (Physics)
,- Master of Science (Physics)
,- Bachelor of Science (Economics)
,- Bachelor of Science (Mass Communication)
,- Master of Commerce
,- Bachelor of Arts (Sociology)
,- Bachelor of Science (Mathematics)
,- Bachelor of Education
,
Virtual Voyage College of Design Media & Management,- Specialized Certificate in Interior Designing
,- Certificate Course in Website Designing and Development
,- Specialized Certificate in Animation and VFX
,- Advanced Certificate in Mass communication
,- Certificate Course in Advertising & Public Relations
,- Certificate Course in Event Management
,- Advanced Certificate in Fashion Designing
,- Specialized Certificate in Fashion Designing
,- Certificate in Website Designing
,- certificate in Fashion Designing
,- Certificate Course in Hotel Management
,- Certificate Course in Financial Accounting
,- Certificate Course in Electronic Media
,- Certificate Course in Aviation and Hospitality Management
,- Certificate in Interior Designing
,- Certificate in Graphic Designing
,- Specialized Certificate in Mass communication
,- Certificate Course in Film and Broadcasting Design
,- Certificate Course in Retail Management
,- Advanced Certificate in Interior Designing
,- Certificate in Mass communication
,
Guru Jambheshwar University of Science & Technology,- Bachelor of Technology (Information Technology)
,- Bachelor of Technology (Food Engineering)
,- Master of Technology (Computer SCience)
,- Master of Technology (Mechanical Engineering)
,- Master of Technology (Food Engineering)
,- Master of Pharmacy (Pharmaceutical Chemistry)
,- Master of Pharmacy (Pharmacology)
,- Master of Computer Application
,- Master of Commerce
,- Post Graduate Diploma in Tourism
,- Bachelor of Technology (Mechanical)
,- Master of Technology (Printing Technology)
,- Master of Pharmacy (Pharmacognosy)
,- Master of Science (Biotechnology)
,- Master of Science (Industrial Microbiology)
,- Master of Science (Food Technology)
,- Master of Science (Development Communication)
,- Master of Science (Mathematics)
,- Master of Science (Advertising Management & Public Relations)
,- Bachelor of Technology (Computer Science & Engineering)
,- Master of Technology (Electronics & Communication Engineering)
,- Master of Technology (Geo-informatics)
,- Master of Pharmacy (Pharmaceutics)
,- Master of Science (Environmental Science)
,- Master of Business Administration
,- Post Graduate Diploma in Defence Journalism
,- Bachelor of Pharmacy
,- Bachelor of Technology (Electronics & Communication Engineering)
,- Bachelor of Technology (Printing Technology)
,- Master of Technology (Environmental Science)
,- Master of Technology (Nano Science & Technology)
,- Master of Science (Applied Psychology)
,- Master of Science (Mass Communication)
,- Post Graduate Diploma in Web Advertising & Animation
,- Post Graduate Diploma in Pigment and Paint Technology
,- Bachelor of Physiotherapy
,- Bachelor of Technology (Biomedical Engineering)
,- Master of Technology (Optical Engineering)
,- Master of Science (Chemistry)
,- Master of Science (Physics)
,- Master of Physiotherapy
,- Master of Business Administration
,- Bachelor of Technology (Packaging Technology)
,
Institute of Management and Creative Studies-Centum U,- Bachelor of Business Administration (Communication & Broadcasting)
,- Master of Business Administration (Human Resources)
,- Master of Business Administration (Telecommunication)
,- Master of Business Administration (Retail)
,- Master of Business Administration (Banking & Finance)
,- Bachelor of Business Administration (Business Applications)
,- Master of Business Administration (Sales & Marketing)
,- Bachelor of Media & Entertainment
,
International School of Media and Entertainment Studies (ISOMES),- Post Graduate Diploma in Broadcast Journalism
,- Television Editing
,- Camera & Lighting
,- Post Graduate Diploma in TV Production and Direction
,- Radio Production & Jockeying
,- Post Graduate Diploma in Mass Communication
,- Master of Mass Communication
,- Bachelor of Mass Communication
,
MIT International School of Broadcasting and Journalism,- Post Graduate Program in Broadcast Journalism
,- Post Graduate Programme in Video Production
,
"Hilton Institute of Fashion,Airlines & Academics (HIFAA)",- Master of Commerce (M.Com)
,- Bachelor of Commerce (B.Com)
,- Bachelor of Journalism & Mass Communication (BJMC)
,- Master of Business Administration (Exeutive)
,- Master of Library Science (M.Lib)
,- Bachelor of Business Administration (BBA)
,- Bachelor of Arts (BA)
,- Bachelor of Library Science (B.Lib)
,- Master of Business Administration (MBA)
,- Master of Science (M.Sc)
,- Diploma in Food & Beverage Service
,- Bachelor of Computer Application (BCA)
,- Master of Computer Application (MCA)
,- Master of Arts (MA)
,- Diploma in Hotel Management
,- Master of Journalism & Mass Communication (MJMC)
,- Diploma in House Keeping
,
G-Tec Education,- Diploma in Audio Video Editing & Post Production
,- Diploma in Web Design & Animation
,- Diploma in Computer Hardware and Networking
,- Certificate Course in Computer Hardware
,- Diploma in Computer Application
,- Master in Web Technology & Multimedia Authoring
,- Master Diploma in Multimedia & Animation
,- Master in Animation Digital Film Making
,- Diploma in Graphics and Information Technology
,- Diploma in Web Technology
,- Diploma in 2D Animation
,- Diploma in Fashion Designing
,- Master in Financial Accounting
,- Post Graduate Diploma in Information Technology
,- Diploma in Financial Accounting
,- Diploma in Digital Imaging
,- Diploma in Interior Designing
,- 2D Animation PRO
,- 3D Animation PRO
,- Master Diploma in Digital Animation
,- Certificate in Information Technology
,- Diploma in Animation
,- Diploma in Multimedia & Animation
,- Diploma in 3D Animation
,- Bachelor in Information Technology
,- Diploma in Information Technology
,- Diploma in Indian and Foreign Accounting
,- Certified Course in Computer Hardware & Networking
,- Master in Software Engineering
,- Diploma in Modeling & Animation Expert
,- Diploma in Web Technologies
,- Post Graduate Diploma in Computer Application
,
Nehru Gram Bharati University,- Bachelor of Arts (Ancient History)
,- Bachelor of Arts (English)
,- Basic Training Certificate
,- Bachelor of Business Administration
,- Master of Arts (Hindi)
,- Master of Arts (Ancient History)
,- Master of Education
,- Post Graduate Diploma in Journalism & Mass Communication
,- Bachelor of Arts (Political Science)
,- Bachelor of Arts (Sociology)
,- Bachelor of Science (Mathematics)
,- Bachelor of Education
,- Bachelor of Computer Applications
,- Bachelor of Law
,- Master of Computer Applications
,- Bachelor of Arts (Economics)
,- Bachelor of Arts (Sanskrit)
,- Bachelor of Arts (Music)
,- Bachelor of Science (Botany)
,- Bachelor of Science (Zoology)
,- Master of Arts (Sociology)
,- Bachelor of Science (Home Science)
,- Bachelor of Journalism & Mass Communication
,- Master of Arts (English)
,- Master of Arts (Sanskrit)
,- Master of Journalism & Mass Communication
,- Bachelor of Commerce
,- Bachelor of Science (Physics)
,- Master of Arts (Music)
,- Bachelor of Arts (Hindi)
,- Bachelor of Arts (Philosophy)
,- Bachelor of Science (Chemistry)
,- Master of Arts (Political Science)
,- Master of Commerce
,- Master of Social Works
,
Banasthali University,- Bachelor of Science (Mathematics)
,- Bachelor of Science (Life Science)
,- Bachelor of Technology (Computer Science)
,- Master of Technology (Computer Science)
,- Master of Technology (VLSI Design)
,- Master of Social Work (MSW)
,- Post Graduate Diploma in Textile Designing
,- Master of Arts (English)
,- Master of Arts (History)
,- Master of Arts (Political Science)
,- Master of Science (Home Science)
,- Master of Science (Computer Science)
,- Master of Science (Bio-Science)
,- Master of Science (Biotechnology)
,- Master of Science (Bio-Informatics)
,- Post Graduate Diploma in Computer Application
,- Diploma in Journalism & Mass Communication (Radio)
,- Bachelor of Computer Application (BCA)
,- Bachelor of Education (B.Ed)
,- Bachelor of Science (Home Science)
,- Bachelor of Pharmacy (B.Pharma)
,- Bachelor of Technology (Information Technology)
,- Master of Pharmacy (M.Pharma)
,- Master of Arts (Sociology)
,- Master of Arts (Psychology)
,- Master of Arts (Textile Design)
,- Master of Science (Chemistry)
,- Master of Science (Pharmaceutical Chemistry)
,- Post Graduate Diploma in Bio- Informatics
,- Bachelor of Technology (Chemical Engineering)
,- Master of Arts (Geography)
,- Master of Arts (Sanskrit)
,- Master of Science (Physics)
,- Bachelor of Arts (BA)
,- Bachelor of Science (Aviation Science)
,- Bachelor of Technology (Electronics & Communication)
,- Master of Technology (Information Technology)
,- Master of Business Administration (MBA)
,- Master of Business Administration (Aviation Management)
,- Master of Arts (Education)
,- Master of Arts (Drawing & Painting)
,- Master of Science (Mathematics)
,- Master of Computer Application (MCA)
,- Master of Education (M.Ed)
,- Master of Arts (Hindi)
,- Bachelor of Business Administration (BBA)
,- Master of Arts (Music)
,- Master of Science (Electronics)
,- Master of Science (Applied Microbiology & Biotechnology)
,- Bachelor of Technology (Biotechnology)
,
Jain University,- Bachelor of Computer Application
,- Bachelor of Interior Design
,- Bachelor of Arts
,- Bachelor of Business Management
,- Bachelor of Media Studies
,- Master of Arts
,- Master of Computer Application
,- Master of Business Administration
,- Master of Commerce
,- Bachelor of Commerce
,- Bachelor of Science
,- Master of Science
,
IAAN School of Mass Communication,- Bachelor of arts in mass communication
,"- Undergraduate Diploma in Mass Communication, Advertising and Journalism"
,- Masters of Arts in Mass Communication
,"- B.Sc- Media, Entertainment & Film Technology"
,"- Post Graduate Diploma in Mass Communication, Advertising and Journalism"
,
OXL School of Multimedia,- Bachelor of Science (Multimedia Technology)
,- Advanced Diploma in 3D Animation & VFX
,- Diploma in Game Design & Asset Development
,- Diploma Course in 2D/Classical Animation
,- Diploma in 3D Animation & VFX
,- Advanced Diploma in Compositing & VFX
,- Diploma in Compositing & Editing
,- BSc in Multimedia + Professional Diploma in 3D Animation & VFX
,- Post Graduate Diploma in Multimedia
,- Diploma in Final Cut Studio
,- Diploma in Graphic & Web Designing
,
ReEasy Animation,- Diploma In computer Application
,- Post Graduation Diploma in Computer Application
,- Advanced Diploma in Graphics
,- Advanced Diploma in Computer Hardware & Networking
,- Advance Diploma in Web Designing & 2D Animation
,- Bachelor of Science (Animation)
,- Advance Diploma in Computer Applications
,
Pran's Media Institute,- BSc in MCAJ (Editing)
,- BSc in MCAJ (Sound Engineering)
,- MSc in MCAJ (Production & Direction)
,- PG Diploma in MCAJ (News Reporting Anchoring)
,- BSc in MCAJ (Cinematography)
,- BSc in MCAJ (Production & Direction)
,- Bachelors in Multimedia & Animation
,- MSc in MCAJ (Editing)
,- PG Diploma in MCAJ (Cinematography)
,- Diploma in Animation (Pro 3D)
,- MSc in MCAJ (Sound Engineering)
,- PG Diploma in MCAJ (Production & Direction)
,- Diploma in Advanced Level Web Designing
,- MSc in MCAJ (Radio Jockey)
,- MSc in MCAJ (Cinematography)
,- PG Diploma in MCAJ (Radio Jockey)
,- PG Diploma in MCAJ (Editing)
,- MSc in MCAJ (News Reporting Anchoring)
,- Masters in Multimedia & Animation
,- PG Diploma in MCAJ (Sound Engineering)
,- Advanced Diploma (3D Cartoon Film Making)
,
Lovely Professional University,- Bachelor of Technology (Electronics and Electrical)
,- Bachelor of Technology (Biotechnology)
,- Bachelor of Science (Information Technology)
,- Bachelor of Business Administration
,- Bachelor of Architecture
,- Bachelor of Journalism (Mass Communication)
,- Bachelor of Science (Film Production)
,- Bachelor of Performing Arts
,- Bachelor of Occupational Therapy
,- Master of Technology (Biotechnology)
,- Master of Science (Botany)
,- Master of Science (Physics)
,- Master of Business Administration (Hospital and Healthcare Management)
,- Master of Business Administration (Tourism and Hospitality)
,- Master of Science (Hotel Management)
,- Master of Architecture
,- Master of Science (Fashion Technology)
,- Master of Journalism (Mass Communication)
,- Master of Pharmacy (Pharmaceutical Chemistry)
,- Master of Pharmacy (Ayurveda)
,- Master of Physiotherapy (Neurology)
,- Master of Science (Medical Technology)
,- Master of Arts (Political Science)
,- Master of Arts (Sociology)
,- Master of Business Administration (Information Technology)
,- Diploma in Computer Science and Engineering
,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Technology (Master of Business Administration)
,- Bachelor of Pharmacy (Master of Business Administration)
,- Bachelor of Physiotherapy (Master of Physiotherapy)
,- Master of Technology (Mechanical Engineering)
,- Master of Pharmacy (Pharmaceutics)
,- Post Graduate Diploma in Computer Applications
,- Diploma in Interior Design
,- Diploma in Library and Information Sciences
,- Bachelor of Science (Biotechnology)
,- Bachelor of Science (Microbiology)
,- Bachelor of Science (Honours in Microbiology)
,- Bachelor of Science (Food Technology)
,- Bachelor of Science (Business)
,- Bachelor of Science (Management)
,- Bachelor of Commerce
,- Bachelor of Pharmacy
,- Master of Technology (Computer Science and Engineering)
,- Master of Computer Applications
,- Master of Science (Microbiology)
,- Master of Science (Biochemistry)
,- Master of Science (Economics)
,- Master of Commerce
,- Master of Science (Pharmaceutical Chemistry)
,- Master of Pharmacy (Pharmacology)
,- Diploma in Mechanical Engineering
,- Diploma in Agriculture
,- Diploma in Architectural Assistantship (Interior Design and Science)
,- Diploma in Medical Laboratory Technology (Science)
,- Bachelor of Pharmacy (Master of Pharmacy)
,- Post Graduate Diploma in Computer Applications (Computer Science)
,- Master of Library and Information Sciences
,- Post Graduate Diploma in VLSI
,- Diploma in Food Production
,- Bachelor of Technology (Mechanical Engineering)
,- Bachelor of Technology (Information Technology)
,- Bachelor of Science (Hospitality Management)
,- Bachelor of Arts (Performing Arts)
,- Master of Science (Information Technology)
,- Master of Science (Biotechnology)
,- Master of Design (Multimedia)
,- Master of Design (Interior Design)
,- Master of Arts (English)
,- Master of Science (Pharmacology)
,- Master of Physiotherapy (Pediatrics)
,- Master of Arts (Psychology)
,- Diploma in Architectural Assistantship (Civil Engineering and Technology)
,- Bachelor of Computer Applications (Master of Computer Applications)
,- Master of Computer Applications (Master of Technology)
,- Master of Education
,- Certification in Food Production
,- Bachelor of Technology (Information Technology)
,- Bachelor of Technology (Mechanical Engineering)
,- Bachelor of Technology (Civil Engineering)
,- Bachelor of Science (Computer Science)
,- Bachelor of Business Administration (Information Technology)
,- Bachelor of Science (Accounting & Finance)
,- Bachelor of Science ( Economics)
,- Bachelor of Fine Arts
,- Bachelor of Science (Honours Agriculture)
,- Master of Technology (Electronics and Communication Engineering)
,- Master of Technology (Mechanical Engineering)
,- Master of Science (Chemistry)
,- Master of Science (Master of Technology)
,- Master of Science (Mathematics)
,- Master of Science (Home Science)
,- Master of Design (Fashion)
,- Master of Science (Film Production)
,- Master of Pharmacy (Pharmaceutics)
,- Master of Arts (History)
,- Diploma in Civil Engineering
,- Diploma in Pharmacy (Ayurveda)
,- Diploma in Medical Laboratory Technology
,- Bachelor of Technology (Electronics and Communications Engineering)
,- Bachelor of Technology (Master of Technology)
,- Diploma in Interior Design (Science)
,- Bachelor of Technology (Computer Engineering)
,- Bachelor of Technology (Electronics and Communications)
,- Bachelor of Computer Applications
,- Bachelor of Science (Hotel Management)
,"- Bachelor of Science (Airlines, Tourism & Hospitality)"
,- Bachelor of Education
,- Master of Technology (Electronics and Communication Engineering)
,- Master of Technology (Electrical Engineering)
,- Master of Science (Nutrition & Dietetics)
,- Master of Performing Arts (Music)
,- Master of Physiotherapy (Orthopaedics)
,- Master of Physiotherapy (Cardiopulmonary)
,- Master of Education
,- Diploma in Information Technology
,- Diploma in Fashion Technology
,- Bachelor of Design (Master of Business Administration and Multimedia)
,- Master of Technology (Computer Science and Engineering)
,"- Bachelor of Science (Multimedia, Animation and Graphics)"
,- Bachelor of Design (Multimedia)
,- Bachelor of Hotel Management & Catering Technology
,- Bachelor of Science (Home Science)
,- Master of Science (Computer Science)
,- Master of Business Administration
,- Master of Business Administration (International Business)
,- Master of Business Administration (Entrepreneurship & Retail Management)
,- Master of Commerce
,- Master of Science (Nutrition & Dietetics)
,- Master of Science (Agriculture)
,- Diploma in Pharmacy (Bachelor of Pharmacy)
,- Bachelor of Hotel Management & Catering Technology (Master of Business Administration)
,- Bachelor of Technology (Electrical Engineering)
,- Bachelor of Arts (Fine Arts)
,- Master of Science (Zoology)
,- Master of Hotel Management & Catering Technology
,- Master of Fine Arts
,- Diploma in Electrical Engineering
,- Diploma in Electronics and Communications Engineering
,- Bachelor of Science (Biotechnology)
,- Diploma in Hotel Management
,- Bachelor of Physiotherapy
,
Rajiv Gandhi Management Institution,- Post Graduate Program in Management(Human Resource Management)
,- Post Graduate Program in Management(Insurance and Banking Management)
,- Certificate Program in Banking Management
,- Certificate Program in Human Resource Management
,- Certificate Program in Project Management
,"- Certificate Program in Film, TV & Programming"
,- Master of Business Administration(Human Resource Management)
,- Master of Business Administration(Insurance and Banking Management)
,- Post Graduate Program in Management(Marketing Management)
,- Post Graduate Program in Management(Materials Management)
,- Certificate Program in Telecom Management
,- Master of Business Administration(Project Management)
,- Master of Business Administration(International Business)
,- Post Graduate Program in Management(Project Management)
,- Certificate Program in Finance Management
,- Master of Business Administration(Operation Management)
,- Master of Business Administration(Materials Management)
,- Post Graduate Program in Management(Finance Management)
,- Post Graduate Program in Management(Operation Management)
,- Post Graduate Program in Management(International Business)
,- Certificate Program in Production Management
,- Master of Business Administration(Marketing Management)
,- Master of Business Administration(Finance Management )
,- Certificate Program in Natural Resource Management
,- Certificate Program in International Business Management
,- Post Graduate Diploma in Business Administration (PGDBA)
,
Anwar Jamal Kidwai Mass Communication Research Centre,- Master of Arts (Mass Communication)
,- Master of Arts (Journalism)
,- Post Graduate Diploma in Technology (Broadcast)
,- Post Graduate Diploma in Development Communication
,
"NRAI School of Mass Communication, Management & Technology",- Bachelors in Journalism and Mass Communication (BJMC)
,- Diploma in Hotel Management
,- Diploma in Film Making
,- Masters in Journalism and Mass Communication (MJMC)
,- Diploma in T.V/Anchoring/Reporting
,- Diploma in Still Photography
,- Diploma in Mass Communication
,"- Diploma in Sound Engineering, Mixing Editing"
,- Diploma in Non Linear Editing
,
Team i School of New,- Diploma in Public Relations & Corporate Communications
,- Bachelor of Business Administration (Global in Media & Entertainment)
,- Diploma in Advertising
,- Post Graduate Diploma in Event Management & Public Relations
,- Post Graduate Diploma in Public Relations & Corporate Communications
,- Diploma in Media & Journalism
,- Master of Business Administration (Global in Media & Entertainment)
,- Post Graduate Diploma in Advertising
,
International Institute of Mass Media,- Bachelor of Mass Communication
,- Master of Mass Communication
,"- Post Graduate Diploma in Advertising, Public Relations and Marketing"
,
Indian Institute of Mass Communication,- Post Graduate Diploma in Journalism (Radio and Television)
,- Post Graduate Diploma in Journalism (Advertising and Public Relations)
,- Certification in Communication for Indian Information Service
,- Diploma in Development Journalism Course
,- Post Graduate Diploma in Journalism (Hindi)
,
Polytechnic for Women,- Diploma in Advance Fashion Design
,- Diploma in Jwellery Design
,- Diploma in Modern Office Management and Executive Secretarial Practice
,- Diploma In Computer Applications and Information Technology
,- Bachelor of Science (Interior Design)
,- Bachelor of Science (Airline Ticketing And Hospitality Management)
,"- Master of Science (Mass Communication, Advertisement and Journalism)"
,"- Diploma in Marketing, Advertising & Public Relations"
,- Master of Science (Fashion Technology)
,- Diploma in Textile Design & Textile Printing
,- Diploma in Dietetics & Nutrition
,- Bachelor of Science (Fashion Technology)
,"- Bachelor of Science (Mass Communication, Advertisement & Journalism)"
,- Diploma in Interior Design & Display
,- Diploma in Commercial Art and Graphic Design
,- Diploma in Fashion Designing and Merchandising
,- Diploma in Tourism & Ticketing
,- Diploma in Home Science & Management
,- Diploma in Journalism & Mass Communication
,- Diploma in Beauty Culture & Hair Dressing
,
Sachdeva Institute of Technology,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech. (Mechanical Engineering)
,- B.Tech. (Information Technology)
,- Master of Business Administration
,
Siddhi Vinayak College Of Science & Hr. Education,- B.Tech. (Information Technology)
,- B.Tech. (Electronics and Communication Engg)
,- BCA
,- MCA
,- BBA
,- B.Pharma.
,- L.L.B.
,- MBA
,- B.Tech. (Computer Science & Engineering )
,- B.Tech.(Mechanical Engineering)
,- B.Tech. (Civil Engineering)
,
MEERUT INSTITUTE OF ENGINEERING & TECHNOLOGY,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electronics & Communication Engineering)
,- B.Tech.(Electronics & Instrumentation Engineering)
,- B.Tech.(Mechanical Engineering)
,- B.Tech. (Biotechnology)
,- B.Tech.(Civil Engineering)
,- Master Of Computer Application
,- M.Tech.(Biotechnology)
,- B.Tech. (Information Technology)
,- Master Of Business Administration
,
HARCOURT BUTLER TECHNOLOGICAL INSTITUTE,- B.Tech. (Civil Engg.)
,- B.Tech. (Computer Science & Engineering)
,- B.Tech. (Electrical Engineering)
,- B.Tech. (Electronics Engineering)
,- B.Tech. (Information Technology)
,- B.Tech. (Leather Technology)
,- B.Tech. (Oil Technology)
,- B.Tech. (Plastic Technology)
,- Master Of Computer Application
